Date,Price,BE Load,BE Wind,CH Price,DE Wind,Av. Hourly Temp
2018-01-01 00:00:00,4.74,8781.25,2253,31.08,31876.25,7.9
2018-01-01 01:00:00,3.66,8531.5,2247,29.17,34320.0,8.0
2018-01-01 02:00:00,1.26,8336.5,2220,21.96,35528.5,7.5
2018-01-01 03:00:00,-20.1,8246.5,2174,14.96,36443.0,6.4
2018-01-01 04:00:00,-31.82,8223.25,2123,-5.92,37090.0,6.0
2018-01-01 05:00:00,-28.66,8083.0,2086,-6.1,37635.25,6.0
2018-01-01 06:00:00,-13.71,7952.5,2052,-10.02,37854.25,6.2
2018-01-01 07:00:00,-19.33,7951.5,2019,-5.71,37842.0,5.3
2018-01-01 08:00:00,-15.78,8109.25,1999,-1.88,37700.0,5.5
2018-01-01 09:00:00,-12.05,8395.25,1962,-10.48,37551.0,5.8
2018-01-01 10:00:00,-0.42,8715.0,1886,-6.79,37268.75,6.6
2018-01-01 11:00:00,2.3,8772.25,1727,8.57,36342.25,6.9
2018-01-01 12:00:00,2.3,8621.75,1481,8.53,34355.75,7.2
2018-01-01 13:00:00,13.76,8568.75,1239,8.52,30887.5,6.7
2018-01-01 14:00:00,15.43,8673.0,1042,8.6,26778.25,6.2
2018-01-01 15:00:00,25.46,9148.75,887,16.98,23508.0,5.0
2018-01-01 16:00:00,32.7,9408.25,945,37.43,21681.75,4.7
2018-01-01 17:00:00,32.7,9328.25,1214,41.19,20543.0,4.9
2018-01-01 18:00:00,23.42,9104.0,1412,44.61,19390.25,5.0
2018-01-01 19:00:00,20.34,8999.0,1549,40.67,17990.75,4.9
2018-01-01 20:00:00,21.95,9262.0,1697,39.42,16785.0,4.7
2018-01-01 21:00:00,23.52,9493.5,1785,36.06,16091.5,4.9
2018-01-01 22:00:00,16.35,10977.5,1797,32.98,16122.0,5.3
2018-01-01 23:00:00,13.02,9266.0,1745,36.39,15016.25,5.6
2018-01-02 00:00:00,8.45,8153.0,1789,36.54,14854.75,5.8
2018-01-02 01:00:00,5.09,7842.5,1823,30.97,14839.75,6.4
2018-01-02 02:00:00,1.64,7725.25,1828,19.98,14843.0,5.9
2018-01-02 03:00:00,1.41,7847.5,1781,21.6,14865.25,5.6
2018-01-02 04:00:00,8.36,8326.5,1667,38.4,15121.0,5.8
2018-01-02 05:00:00,22.58,9297.25,1496,41.04,15522.0,5.8
2018-01-02 06:00:00,41.92,10008.75,1285,44.92,15713.5,5.6
2018-01-02 07:00:00,47.95,10656.25,1063,49.05,15564.75,5.6
2018-01-02 08:00:00,49.9,11420.0,903,51.26,15311.25,5.7
2018-01-02 09:00:00,50.0,11708.25,845,51.22,15373.75,5.5
2018-01-02 10:00:00,49.7,11636.25,835,49.04,16152.5,6.0
2018-01-02 11:00:00,48.16,11494.5,839,48.1,17041.75,5.8
2018-01-02 12:00:00,47.24,11384.0,889,47.02,17320.25,6.1
2018-01-02 13:00:00,46.1,11352.25,1035,46.06,16885.75,6.1
2018-01-02 14:00:00,43.86,11334.5,1264,50.29,16245.25,6.3
2018-01-02 15:00:00,43.64,11893.75,1500,52.57,16110.5,6.6
2018-01-02 16:00:00,47.37,12125.75,1720,58.37,16873.75,5.7
2018-01-02 17:00:00,46.08,11776.75,1895,57.79,17907.5,5.4
2018-01-02 18:00:00,41.08,11200.5,1975,57.36,19001.25,5.8
2018-01-02 19:00:00,34.94,10675.0,1978,53.24,20235.25,7.0
2018-01-02 20:00:00,25.46,10647.5,1969,50.94,21515.25,7.4
2018-01-02 21:00:00,24.71,10759.0,1979,47.1,22896.5,8.2
2018-01-02 22:00:00,19.89,10353.25,2025,42.92,24481.25,8.7
2018-01-02 23:00:00,15.13,9558.0,2122,34.3,27396.0,9.6
2018-01-03 00:00:00,9.25,8957.25,2181,29.04,29079.5,10.1
2018-01-03 01:00:00,8.55,8713.25,2211,25.54,30772.0,10.2
2018-01-03 02:00:00,5.64,8744.5,2203,23.43,32525.25,11.2
2018-01-03 03:00:00,4.11,9075.75,2150,30.76,34088.0,11.8
2018-01-03 04:00:00,7.37,9785.75,2100,36.42,35329.0,10.4
2018-01-03 05:00:00,14.89,10549.75,2058,45.55,36516.0,10.2
2018-01-03 06:00:00,25.73,11344.0,2017,55.03,36822.75,9.7
2018-01-03 07:00:00,29.59,11709.5,2013,58.75,36656.25,8.6
2018-01-03 08:00:00,29.21,11968.5,2019,58.25,37343.25,7.6
2018-01-03 09:00:00,30.0,12139.25,2004,57.94,37944.25,7.9
2018-01-03 10:00:00,30.0,12020.75,1982,56.81,38117.75,8.1
2018-01-03 11:00:00,26.39,11856.25,1973,53.27,38364.0,8.4
2018-01-03 12:00:00,30.0,11880.75,1982,52.93,38271.0,9.0
2018-01-03 13:00:00,30.0,11880.75,2012,54.47,38274.5,8.9
2018-01-03 14:00:00,32.87,11821.5,2057,56.2,38600.0,8.8
2018-01-03 15:00:00,37.5,12454.75,2085,57.5,39005.5,9.1
2018-01-03 16:00:00,34.55,12756.25,2088,58.06,39386.5,9.0
2018-01-03 17:00:00,36.67,12371.0,2092,58.06,39805.5,8.9
2018-01-03 18:00:00,26.27,11617.0,2097,58.05,40089.0,8.5
2018-01-03 19:00:00,27.32,10938.0,2109,52.94,40039.0,8.3
2018-01-03 20:00:00,21.23,10822.25,2120,48.36,39818.75,8.3
2018-01-03 21:00:00,20.22,11058.5,2105,45.51,39442.5,7.9
2018-01-03 22:00:00,20.95,10530.0,2068,41.03,38862.0,7.6
2018-01-03 23:00:00,19.0,9687.75,1995,38.27,40647.25,7.4
2018-01-04 00:00:00,9.2,9156.5,1927,31.06,39696.75,7.0
2018-01-04 01:00:00,8.66,8891.25,1822,24.94,38710.25,6.4
2018-01-04 02:00:00,7.7,8856.5,1675,23.67,37457.0,6.5
2018-01-04 03:00:00,9.8,9109.5,1493,28.08,35839.25,6.7
2018-01-04 04:00:00,14.69,9826.75,1231,39.21,33866.5,6.8
2018-01-04 05:00:00,24.24,10612.25,916,46.97,31651.25,6.8
2018-01-04 06:00:00,33.59,11362.0,649,56.38,28957.75,7.0
2018-01-04 07:00:00,40.45,11725.75,494,57.5,26110.75,7.0
2018-01-04 08:00:00,41.97,11971.0,431,57.55,23524.25,7.1
2018-01-04 09:00:00,44.91,12118.5,448,56.69,21233.75,7.2
2018-01-04 10:00:00,49.54,12002.75,631,54.92,19128.25,7.5
2018-01-04 11:00:00,46.04,11860.5,918,53.21,17160.75,8.1
2018-01-04 12:00:00,51.34,11729.5,1240,52.32,15396.0,9.9
2018-01-04 13:00:00,51.68,11677.0,1626,54.2,14113.0,11.4
2018-01-04 14:00:00,53.52,11650.5,1955,55.97,13058.0,11.6
2018-01-04 15:00:00,53.18,12233.5,2097,56.61,12835.75,11.9
2018-01-04 16:00:00,53.08,12523.75,2135,54.9,13395.5,11.5
2018-01-04 17:00:00,49.96,12182.25,2158,54.46,14341.75,10.9
2018-01-04 18:00:00,46.73,11525.0,2176,54.15,15350.0,10.4
2018-01-04 19:00:00,41.57,10965.25,2184,54.5,16707.25,9.5
2018-01-04 20:00:00,37.09,11010.25,2171,52.1,18511.0,9.0
2018-01-04 21:00:00,33.92,11193.75,2137,47.66,20325.75,8.4
2018-01-04 22:00:00,31.5,10467.5,2074,44.03,22350.0,7.7
2018-01-04 23:00:00,16.83,9750.0,1926,36.66,33784.0,7.8
2018-01-05 00:00:00,11.73,9294.0,1815,30.0,35159.0,7.9
2018-01-05 01:00:00,6.86,8988.75,1607,23.98,35501.0,8.2
2018-01-05 02:00:00,0.55,8939.75,1428,23.1,35054.0,7.2
2018-01-05 03:00:00,13.91,9224.0,1401,25.28,34140.5,8.2
2018-01-05 04:00:00,17.2,9921.75,1479,36.51,32962.75,8.7
2018-01-05 05:00:00,25.8,10701.0,1554,42.47,31505.75,8.7
2018-01-05 06:00:00,35.65,11391.25,1487,50.82,29950.75,8.4
2018-01-05 07:00:00,39.0,11804.75,1457,54.31,28113.75,8.1
2018-01-05 08:00:00,37.4,11912.0,1490,54.37,26364.0,7.8
2018-01-05 09:00:00,39.23,11997.75,1495,53.68,24776.25,7.8
2018-01-05 10:00:00,39.4,11976.75,1489,53.1,23138.0,8.2
2018-01-05 11:00:00,41.69,11716.0,1454,51.83,21456.75,8.7
2018-01-05 12:00:00,47.0,11466.5,1346,49.99,19807.0,8.9
2018-01-05 13:00:00,44.08,11382.75,1207,50.15,17798.5,9.2
2018-01-05 14:00:00,47.1,11641.75,1090,52.03,15639.5,9.5
2018-01-05 15:00:00,47.77,12273.25,955,52.91,14182.5,9.1
2018-01-05 16:00:00,56.35,12456.5,857,54.25,13528.0,7.5
2018-01-05 17:00:00,57.42,12018.75,827,52.62,13341.25,6.5
2018-01-05 18:00:00,53.99,11399.75,828,50.03,13192.25,6.2
2018-01-05 19:00:00,42.36,10878.0,810,43.0,12893.75,6.5
2018-01-05 20:00:00,39.9,10766.0,754,39.99,12583.75,6.1
2018-01-05 21:00:00,39.97,10854.5,675,43.11,12212.5,6.0
2018-01-05 22:00:00,36.27,10229.5,596,39.49,11523.25,6.0
2018-01-05 23:00:00,29.45,9218.0,889,35.2,12335.0,5.7
2018-01-06 00:00:00,28.55,8662.5,730,29.26,12385.25,5.4
2018-01-06 01:00:00,28.18,8347.25,586,24.32,12176.75,5.0
2018-01-06 02:00:00,29.66,8267.5,477,22.68,11636.5,4.6
2018-01-06 03:00:00,30.31,8298.75,380,22.47,11038.0,4.5
2018-01-06 04:00:00,30.23,8568.75,299,29.31,10476.0,3.7
2018-01-06 05:00:00,30.0,8759.25,231,35.16,9794.5,4.0
2018-01-06 06:00:00,31.36,9284.5,175,35.36,9081.25,4.3
2018-01-06 07:00:00,34.19,9767.5,134,36.75,8432.5,4.4
2018-01-06 08:00:00,41.11,10221.25,108,38.01,7613.25,4.5
2018-01-06 09:00:00,44.0,10487.25,91,38.09,6603.5,4.9
2018-01-06 10:00:00,43.74,10652.75,83,39.02,5668.0,5.6
2018-01-06 11:00:00,44.43,10508.25,93,39.07,4956.5,6.1
2018-01-06 12:00:00,42.9,10356.0,127,39.05,4452.0,6.6
2018-01-06 13:00:00,38.7,10295.75,197,38.28,4139.25,6.7
2018-01-06 14:00:00,37.4,10362.5,326,38.35,4020.5,6.4
2018-01-06 15:00:00,43.66,10935.5,506,39.71,4237.0,6.3
2018-01-06 16:00:00,47.0,11192.0,692,46.93,4787.5,6.1
2018-01-06 17:00:00,49.98,10870.75,867,51.9,5503.25,5.8
2018-01-06 18:00:00,45.9,10442.75,1010,51.84,6276.25,5.6
2018-01-06 19:00:00,40.9,9989.75,1116,48.35,7017.5,5.4
2018-01-06 20:00:00,33.69,9934.25,1209,45.18,7770.75,5.6
2018-01-06 21:00:00,36.26,10128.0,1289,45.36,8549.25,5.5
2018-01-06 22:00:00,29.03,9777.75,1344,38.03,9438.0,5.5
2018-01-06 23:00:00,21.87,8948.75,1337,25.05,11235.75,5.4
2018-01-07 00:00:00,15.98,8333.25,1411,17.89,11944.0,5.3
2018-01-07 01:00:00,15.99,8064.25,1496,17.39,12633.25,5.1
2018-01-07 02:00:00,14.0,7901.75,1586,14.43,13088.25,4.6
2018-01-07 03:00:00,12.51,7917.5,1662,14.45,13433.5,4.0
2018-01-07 04:00:00,13.21,8113.5,1723,31.15,13664.0,3.5
2018-01-07 05:00:00,12.17,8294.0,1773,30.85,13820.25,3.3
2018-01-07 06:00:00,13.02,8654.75,1809,16.5,13953.75,3.3
2018-01-07 07:00:00,17.52,9052.5,1837,25.14,14064.75,3.4
2018-01-07 08:00:00,19.58,9546.25,1859,23.91,14156.75,3.4
2018-01-07 09:00:00,22.14,9985.5,1873,22.54,14043.75,3.3
2018-01-07 10:00:00,28.44,10274.0,1878,24.15,13899.0,3.3
2018-01-07 11:00:00,29.52,10160.5,1875,23.69,13835.25,3.3
2018-01-07 12:00:00,27.08,9815.25,1869,23.02,13855.25,3.0
2018-01-07 13:00:00,20.32,9634.0,1860,20.66,13981.25,2.7
2018-01-07 14:00:00,21.2,9716.0,1858,20.3,14216.25,2.8
2018-01-07 15:00:00,27.4,10625.5,1860,24.15,14706.0,2.7
2018-01-07 16:00:00,33.59,11033.5,1867,32.27,15308.75,2.5
2018-01-07 17:00:00,34.34,10808.0,1875,46.39,15895.25,2.4
2018-01-07 18:00:00,32.33,10385.25,1875,46.92,16304.25,2.1
2018-01-07 19:00:00,31.44,9989.0,1868,45.45,16417.25,1.9
2018-01-07 20:00:00,28.94,10017.25,1854,42.58,16394.75,1.8
2018-01-07 21:00:00,29.69,10142.0,1835,45.05,16333.0,1.9
2018-01-07 22:00:00,27.01,9640.25,1816,33.3,16289.75,2.0
2018-01-07 23:00:00,18.91,9269.5,1736,21.95,16512.0,2.0
2018-01-08 00:00:00,15.15,8932.75,1708,19.67,16692.25,2.0
2018-01-08 01:00:00,15.11,8741.25,1682,19.63,17036.5,1.9
2018-01-08 02:00:00,13.42,8746.5,1652,19.3,17334.0,2.0
2018-01-08 03:00:00,12.91,9110.75,1622,26.67,17705.5,2.1
2018-01-08 04:00:00,17.1,10109.25,1594,31.38,18148.75,2.0
2018-01-08 05:00:00,30.03,11133.75,1565,46.38,18538.0,2.0
2018-01-08 06:00:00,42.93,11976.0,1534,54.98,18829.0,2.2
2018-01-08 07:00:00,44.95,12271.5,1500,55.18,19260.75,2.3
2018-01-08 08:00:00,46.2,12367.75,1467,55.18,19711.75,2.6
2018-01-08 09:00:00,50.0,12466.5,1428,55.87,19866.25,2.8
2018-01-08 10:00:00,59.53,12267.25,1373,55.14,19682.5,3.1
2018-01-08 11:00:00,43.8,12168.5,1313,55.04,19652.75,3.5
2018-01-08 12:00:00,44.0,12081.0,1277,55.08,20328.25,4.2
2018-01-08 13:00:00,46.61,12001.25,1265,55.02,21725.75,4.6
2018-01-08 14:00:00,40.97,11923.0,1262,55.96,23644.75,4.9
2018-01-08 15:00:00,53.89,12512.75,1271,55.48,25670.5,5.2
2018-01-08 16:00:00,64.93,13067.25,1293,55.74,27388.5,4.7
2018-01-08 17:00:00,70.0,12879.75,1297,55.93,28491.0,4.0
2018-01-08 18:00:00,50.0,12277.5,1265,55.9,29116.75,3.7
2018-01-08 19:00:00,50.0,11468.75,1220,55.72,29481.25,3.6
2018-01-08 20:00:00,40.7,11253.75,1161,53.46,29659.25,2.8
2018-01-08 21:00:00,50.0,11360.75,1089,50.48,29785.75,2.4
2018-01-08 22:00:00,45.19,10650.5,1018,46.29,29958.25,2.4
2018-01-08 23:00:00,56.13,10021.75,811,41.33,29102.25,1.8
2018-01-09 00:00:00,36.5,9603.0,790,36.93,28876.5,1.7
2018-01-09 01:00:00,34.2,9371.25,762,31.64,29030.5,1.6
2018-01-09 02:00:00,31.75,9342.25,718,30.42,29121.25,1.3
2018-01-09 03:00:00,28.49,9713.0,648,31.02,29140.25,1.0
2018-01-09 04:00:00,36.5,10647.75,559,39.03,29071.75,1.0
2018-01-09 05:00:00,47.2,11636.5,465,50.08,28967.75,0.7
2018-01-09 06:00:00,75.75,12299.0,382,54.09,28572.5,1.1
2018-01-09 07:00:00,55.0,12530.75,316,56.08,27889.25,1.3
2018-01-09 08:00:00,60.84,12535.5,268,56.13,26866.0,1.6
2018-01-09 09:00:00,68.03,12505.75,221,55.94,25593.25,2.0
2018-01-09 10:00:00,64.51,12264.25,197,56.08,24088.5,3.3
2018-01-09 11:00:00,58.93,12099.75,211,53.87,22351.25,4.7
2018-01-09 12:00:00,61.78,12040.5,233,53.3,21025.25,4.8
2018-01-09 13:00:00,55.53,12071.75,271,54.44,20167.25,5.7
2018-01-09 14:00:00,48.03,11980.25,327,54.57,19547.0,5.7
2018-01-09 15:00:00,50.26,12556.75,391,54.56,19204.0,6.5
2018-01-09 16:00:00,64.32,13024.5,481,54.75,18984.25,7.0
2018-01-09 17:00:00,50.94,12681.5,586,53.89,18522.5,7.2
2018-01-09 18:00:00,48.94,12052.25,694,52.48,17711.75,7.1
2018-01-09 19:00:00,46.05,11520.25,812,50.51,16674.5,7.3
2018-01-09 20:00:00,42.91,11368.0,885,52.01,15660.25,7.4
2018-01-09 21:00:00,39.36,11414.25,885,49.13,14561.0,7.4
2018-01-09 22:00:00,39.6,10837.5,881,44.04,13442.25,7.4
2018-01-09 23:00:00,32.27,10015.0,897,40.08,11378.75,7.5
2018-01-10 00:00:00,29.08,9519.5,909,38.3,10544.75,7.5
2018-01-10 01:00:00,28.37,9287.75,935,36.37,9910.75,7.5
2018-01-10 02:00:00,29.38,9295.75,980,35.55,9306.75,7.6
2018-01-10 03:00:00,33.42,9711.5,1038,35.76,8848.25,7.5
2018-01-10 04:00:00,31.27,10728.75,1100,39.46,8686.25,7.2
2018-01-10 05:00:00,34.87,11755.5,1155,49.51,8632.25,6.9
2018-01-10 06:00:00,45.09,12402.0,1185,52.15,8680.0,6.8
2018-01-10 07:00:00,49.38,12629.75,1180,52.02,8702.0,6.7
2018-01-10 08:00:00,49.29,12635.75,1181,50.81,8541.0,6.4
2018-01-10 09:00:00,48.95,12655.75,1177,50.6,8024.0,6.3
2018-01-10 10:00:00,52.49,12518.75,1122,51.53,7181.25,6.5
2018-01-10 11:00:00,48.28,12447.75,1024,50.75,6374.25,6.8
2018-01-10 12:00:00,45.45,12410.0,880,49.92,5726.5,7.3
2018-01-10 13:00:00,47.1,12325.25,730,49.61,5312.5,7.2
2018-01-10 14:00:00,47.98,12209.5,623,50.96,5218.5,7.2
2018-01-10 15:00:00,48.9,12579.5,546,52.43,5479.5,7.2
2018-01-10 16:00:00,51.9,12859.75,485,55.02,6014.0,7.2
2018-01-10 17:00:00,52.69,12535.25,446,55.3,6507.5,7.1
2018-01-10 18:00:00,49.1,11877.5,412,52.95,6703.0,7.0
2018-01-10 19:00:00,44.0,11200.0,370,50.1,6376.0,6.9
2018-01-10 20:00:00,36.99,11044.5,324,44.69,5796.75,6.7
2018-01-10 21:00:00,38.43,11176.5,277,44.24,5170.5,5.1
2018-01-10 22:00:00,37.9,10487.75,233,40.64,4451.75,4.8
2018-01-10 23:00:00,37.33,9919.0,168,41.12,2720.0,5.8
2018-01-11 00:00:00,36.3,9525.25,139,39.55,2156.5,5.9
2018-01-11 01:00:00,34.2,9245.25,117,38.1,1842.5,5.5
2018-01-11 02:00:00,33.0,9220.25,94,37.99,1608.25,6.0
2018-01-11 03:00:00,33.05,9533.0,74,37.61,1471.0,5.9
2018-01-11 04:00:00,37.09,10514.25,61,39.88,1436.75,6.0
2018-01-11 05:00:00,41.5,11606.5,51,48.78,1386.5,5.6
2018-01-11 06:00:00,53.07,12243.25,43,53.58,1266.75,5.3
2018-01-11 07:00:00,57.41,12455.0,39,56.4,1101.5,5.1
2018-01-11 08:00:00,59.69,12537.0,37,56.48,939.25,5.1
2018-01-11 09:00:00,59.77,12561.5,35,56.47,794.0,5.4
2018-01-11 10:00:00,58.82,12354.0,34,56.05,726.25,6.3
2018-01-11 11:00:00,54.61,12156.25,33,55.26,747.75,7.0
2018-01-11 12:00:00,54.83,12027.25,32,54.29,904.75,7.4
2018-01-11 13:00:00,54.74,11942.5,33,54.01,1181.25,7.6
2018-01-11 14:00:00,54.01,11987.25,39,53.36,1523.75,7.7
2018-01-11 15:00:00,54.96,12469.25,50,54.6,1857.5,7.8
2018-01-11 16:00:00,57.87,12703.0,63,57.44,2162.25,7.7
2018-01-11 17:00:00,57.81,12266.0,72,57.44,2432.0,7.6
2018-01-11 18:00:00,54.9,11678.25,74,54.68,2590.25,7.1
2018-01-11 19:00:00,50.0,11130.25,71,51.09,2616.5,7.2
2018-01-11 20:00:00,43.13,11127.25,64,46.56,2630.25,7.0
2018-01-11 21:00:00,42.4,11309.75,56,47.94,2698.75,7.1
2018-01-11 22:00:00,37.92,10662.5,50,42.29,2852.75,7.0
2018-01-11 23:00:00,37.68,10093.0,46,37.09,2686.25,6.7
2018-01-12 00:00:00,35.69,9695.0,50,35.15,2816.25,6.7
2018-01-12 01:00:00,34.0,9489.75,53,34.71,3009.75,6.4
2018-01-12 02:00:00,33.08,9524.75,55,38.13,3150.5,6.1
2018-01-12 03:00:00,33.81,9899.0,53,37.55,3374.5,6.2
2018-01-12 04:00:00,35.1,10911.0,47,38.89,3690.75,5.8
2018-01-12 05:00:00,39.93,12060.5,46,46.99,4027.25,5.8
2018-01-12 06:00:00,48.5,12671.25,44,52.34,4340.0,5.9
2018-01-12 07:00:00,50.7,12824.5,38,53.57,4571.0,5.9
2018-01-12 08:00:00,57.38,12845.5,33,53.55,4761.75,5.9
2018-01-12 09:00:00,57.44,12851.0,31,53.28,4817.5,6.1
2018-01-12 10:00:00,56.81,12671.0,28,53.05,4839.5,6.4
2018-01-12 11:00:00,55.04,12480.75,24,52.05,4920.25,6.5
2018-01-12 12:00:00,52.94,12311.25,21,50.55,5127.25,6.6
2018-01-12 13:00:00,48.02,12258.5,21,50.05,5490.5,6.8
2018-01-12 14:00:00,45.92,12362.75,22,49.76,5945.5,6.7
2018-01-12 15:00:00,46.5,12791.75,27,49.55,6481.75,6.9
2018-01-12 16:00:00,50.52,12988.75,34,50.43,7114.25,6.6
2018-01-12 17:00:00,55.15,12486.75,44,49.98,7731.0,6.2
2018-01-12 18:00:00,51.99,11903.0,55,48.95,8145.75,6.0
2018-01-12 19:00:00,44.8,11354.25,69,43.01,8288.25,5.9
2018-01-12 20:00:00,44.8,11296.25,86,36.94,8307.5,5.8
2018-01-12 21:00:00,48.91,11409.0,100,39.33,8251.0,5.3
2018-01-12 22:00:00,42.15,10784.5,114,39.27,8220.0,5.0
2018-01-12 23:00:00,43.15,10022.25,147,39.21,7742.25,4.6
2018-01-13 00:00:00,38.42,9508.5,157,37.67,7887.25,3.4
2018-01-13 01:00:00,36.11,9156.0,170,37.1,8287.25,3.4
2018-01-13 02:00:00,33.8,8952.5,192,35.76,8709.5,2.9
2018-01-13 03:00:00,32.04,8933.25,217,35.06,9230.25,2.2
2018-01-13 04:00:00,32.55,9151.0,234,35.01,9936.5,2.3
2018-01-13 05:00:00,32.0,9461.0,248,36.96,10723.5,2.6
2018-01-13 06:00:00,33.76,10164.75,262,37.58,11416.25,2.9
2018-01-13 07:00:00,41.54,10710.75,271,38.49,11933.5,3.0
2018-01-13 08:00:00,48.15,11131.75,288,44.78,12335.0,2.8
2018-01-13 09:00:00,50.59,11238.75,320,44.64,12537.5,2.8
2018-01-13 10:00:00,47.8,11350.25,322,44.11,12399.0,2.9
2018-01-13 11:00:00,47.63,11182.75,303,43.68,12139.0,3.3
2018-01-13 12:00:00,39.4,10941.25,287,42.1,12118.25,3.9
2018-01-13 13:00:00,36.83,10837.75,284,38.4,12437.75,4.2
2018-01-13 14:00:00,36.9,10809.0,302,38.12,12915.0,4.6
2018-01-13 15:00:00,36.69,11367.75,361,39.27,13848.75,4.6
2018-01-13 16:00:00,56.25,11670.25,459,46.05,15239.75,4.1
2018-01-13 17:00:00,61.0,11322.25,564,50.07,16475.5,3.8
2018-01-13 18:00:00,59.46,10805.75,627,50.1,17137.25,3.5
2018-01-13 19:00:00,45.1,10209.0,630,50.08,17111.5,2.9
2018-01-13 20:00:00,41.2,10238.75,610,48.0,16771.25,3.4
2018-01-13 21:00:00,46.0,10506.5,582,46.1,16442.0,3.4
2018-01-13 22:00:00,38.0,9860.5,535,44.01,16067.75,3.5
2018-01-13 23:00:00,38.1,9486.5,576,46.3,15644.0,3.7
2018-01-14 00:00:00,33.83,9065.25,563,42.37,15249.0,2.6
2018-01-14 01:00:00,33.0,8843.25,568,39.41,15109.5,2.2
2018-01-14 02:00:00,30.0,8697.5,587,37.63,15003.75,1.4
2018-01-14 03:00:00,27.01,8661.75,605,36.79,15047.5,1.6
2018-01-14 04:00:00,28.48,8782.25,597,37.08,15361.0,1.4
2018-01-14 05:00:00,29.74,8932.25,573,36.18,15736.0,1.1
2018-01-14 06:00:00,32.7,9295.0,548,36.2,15877.75,0.9
2018-01-14 07:00:00,35.1,9825.0,511,37.32,15623.0,0.7
2018-01-14 08:00:00,36.9,10320.5,444,37.98,15089.25,0.2
2018-01-14 09:00:00,39.02,10643.75,339,37.55,14243.5,0.8
2018-01-14 10:00:00,39.25,10866.75,233,38.96,13118.5,2.8
2018-01-14 11:00:00,40.88,10675.75,158,39.98,11986.25,4.5
2018-01-14 12:00:00,37.04,10390.25,110,37.31,11398.0,5.4
2018-01-14 13:00:00,34.9,10233.75,84,34.15,11540.25,6.3
2018-01-14 14:00:00,33.86,10291.5,74,34.92,12002.25,6.8
2018-01-14 15:00:00,34.86,10999.5,82,35.95,13065.5,6.4
2018-01-14 16:00:00,37.99,11360.5,120,47.15,14736.25,5.1
2018-01-14 17:00:00,59.2,11214.75,190,51.38,16241.25,4.6
2018-01-14 18:00:00,62.23,10828.75,272,51.83,17116.0,4.8
2018-01-14 19:00:00,56.0,10323.5,359,50.74,17139.75,4.2
2018-01-14 20:00:00,41.6,10139.25,455,48.95,16877.0,3.7
2018-01-14 21:00:00,44.05,10245.75,542,47.41,16516.75,3.4
2018-01-14 22:00:00,38.33,9875.75,599,43.25,16263.75,3.3
2018-01-14 23:00:00,34.0,9287.5,801,39.09,18085.0,2.7
2018-01-15 00:00:00,34.11,8971.5,853,36.64,18129.5,3.4
2018-01-15 01:00:00,32.4,8760.75,940,35.5,18521.25,4.0
2018-01-15 02:00:00,25.45,8767.5,1070,32.27,18970.25,4.3
2018-01-15 03:00:00,26.5,9199.75,1230,33.17,19512.25,4.5
2018-01-15 04:00:00,27.87,10348.25,1397,36.21,20248.0,4.1
2018-01-15 05:00:00,40.7,11471.0,1535,49.13,21115.5,3.6
2018-01-15 06:00:00,54.83,12204.0,1654,51.84,22127.75,3.1
2018-01-15 07:00:00,52.92,12512.5,1771,52.56,23161.0,3.9
2018-01-15 08:00:00,50.04,12604.25,1897,52.26,23972.25,4.7
2018-01-15 09:00:00,54.31,12689.25,2027,52.37,24716.0,5.7
2018-01-15 10:00:00,49.91,12520.25,2138,53.02,25626.25,6.2
2018-01-15 11:00:00,50.22,12424.5,2217,52.61,26599.5,6.5
2018-01-15 12:00:00,49.34,12338.25,2269,52.52,27830.25,6.1
2018-01-15 13:00:00,40.34,12274.0,2298,52.6,29712.0,5.8
2018-01-15 14:00:00,37.47,12286.5,2302,52.5,32170.75,5.8
2018-01-15 15:00:00,38.24,12733.0,2289,52.37,34464.75,5.6
2018-01-15 16:00:00,47.9,12813.0,2259,52.27,36321.25,5.2
2018-01-15 17:00:00,53.55,12481.25,2222,52.24,37737.75,5.8
2018-01-15 18:00:00,52.25,12057.75,2170,51.9,38596.25,6.7
2018-01-15 19:00:00,45.93,11525.0,2099,51.37,38743.75,7.4
2018-01-15 20:00:00,36.71,11389.75,2041,50.02,38677.75,7.8
2018-01-15 21:00:00,36.6,11312.5,2004,48.02,38341.5,7.6
2018-01-15 22:00:00,36.21,10683.75,1986,43.43,37479.0,6.1
2018-01-15 23:00:00,33.6,10152.25,1904,39.57,38331.5,6.0
2018-01-16 00:00:00,21.16,9679.5,1914,35.0,37659.5,6.2
2018-01-16 01:00:00,18.59,9482.75,1925,33.52,36603.25,6.3
2018-01-16 02:00:00,14.56,9477.25,1937,33.68,35271.25,6.4
2018-01-16 03:00:00,14.7,9813.5,1959,32.51,33607.25,6.1
2018-01-16 04:00:00,21.21,10721.5,1965,34.84,31774.5,6.2
2018-01-16 05:00:00,30.19,11864.5,1978,45.51,29937.0,6.2
2018-01-16 06:00:00,38.92,12431.25,2007,51.33,28550.0,5.7
2018-01-16 07:00:00,45.48,12493.0,2015,52.43,27693.0,5.9
2018-01-16 08:00:00,49.06,12465.75,1992,52.18,27455.0,6.3
2018-01-16 09:00:00,47.4,12471.25,1977,52.55,27663.25,6.3
2018-01-16 10:00:00,47.9,12302.5,1977,52.61,28441.5,6.6
